#Powered_by_ParaTranz
DISCREDIT_OTHER_ACCEPT_6;*
DISCREDIT_OTHER_ACCEPT_BTN1;Good
DISCREDIT_OTHER_ACCEPT_BTN2;Good
DISCREDIT_OTHER_ACCEPT_BTN3;View
EXPELADVISORS_THEY_ACCEPT_HEADER;Foreign Minister's Report
EXPELADVISORS_THEY_ACCEPT_1;?Y$RECIPIENT$?W
EXPELADVISORS_THEY_ACCEPT_2;$MONARCHTITLE$, we have managed to persuade
EXPELADVISORS_THEY_ACCEPT_3;?Y$RECIPIENT$?W to expel all advisors from the following country
EXPELADVISORS_THEY_ACCEPT_4;?Y$TARGET$?W
EXPELADVISORS_THEY_ACCEPT_5;?Y$RECIPIENT$?W is no longer influenced by this country!
EXPELADVISORS_THEY_ACCEPT_6;*
EXPELADVISORS_THEY_ACCEPT_BTN1;Good
EXPELADVISORS_THEY_ACCEPT_BTN2;Good
EXPELADVISORS_THEY_ACCEPT_BTN3;View
EXPELADVISORS_WE_ACCEPT_HEADER;Foreign Minister's Report
EXPELADVISORS_WE_ACCEPT_1;?Y$ACTOR$?W
EXPELADVISORS_WE_ACCEPT_2;$MONARCHTITLE$, ?Y$ACTOR$?W persuaded our country
EXPELADVISORS_WE_ACCEPT_3;to expel all advisors from the following country
EXPELADVISORS_WE_ACCEPT_4;?Y$TARGET$?W
EXPELADVISORS_WE_ACCEPT_5;Our country is no longer influenced by this country.
EXPELADVISORS_WE_ACCEPT_6;*
EXPELADVISORS_WE_ACCEPT_BTN1;Good
EXPELADVISORS_WE_ACCEPT_BTN2;Good
EXPELADVISORS_WE_ACCEPT_BTN3;View
EXPELADVISORS_OTHER_ACCEPT_HEADER;Foreign Minister's Report
EXPELADVISORS_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
EXPELADVISORS_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned
EXPELADVISORS_OTHER_ACCEPT_3;that ?Y$ACTOR$?W persuaded ?Y$RECIPIENT$?W
EXPELADVISORS_OTHER_ACCEPT_4;to expel all advisors from ?Y$TARGET$?W
EXPELADVISORS_OTHER_ACCEPT_5;?Y$RECIPIENT$?W is no longer influenced by this country.
EXPELADVISORS_OTHER_ACCEPT_6;*
EXPELADVISORS_OTHER_ACCEPT_BTN1;Good
EXPELADVISORS_OTHER_ACCEPT_BTN2;Good
EXPELADVISORS_OTHER_ACCEPT_BTN3;View
BANEMBASSY_THEY_ACCEPT_HEADER;Foreign Minister's Report
BANEMBASSY_THEY_ACCEPT_1;?Y$RECIPIENT$?W
BANEMBASSY_THEY_ACCEPT_2;$MONARCHTITLE$, we have managed to
BANEMBASSY_THEY_ACCEPT_3;expel the ambassador of ?Y$TARGET$?W in ?Y$RECIPIENT$?W.
BANEMBASSY_THEY_ACCEPT_4;We can soon say goodbye to these people!
BANEMBASSY_THEY_ACCEPT_5;*
BANEMBASSY_THEY_ACCEPT_6;*
BANEMBASSY_THEY_ACCEPT_BTN1;Good
BANEMBASSY_THEY_ACCEPT_BTN2;Good
BANEMBASSY_THEY_ACCEPT_BTN3;View
BANEMBASSY_WE_ACCEPT_HEADER;Foreign Minister's Report
BANEMBASSY_WE_ACCEPT_1;?Y$ACTOR$?W
BANEMBASSY_WE_ACCEPT_2;$MONARCHTITLE$, ?Y$ACTOR$?W persuaded our country
BANEMBASSY_WE_ACCEPT_3;to expel the ambassador of ?Y$TARGET$?W.
BANEMBASSY_WE_ACCEPT_4;Our country can soon rid itself of this country's influence!
BANEMBASSY_WE_ACCEPT_5;*
BANEMBASSY_WE_ACCEPT_6;*
BANEMBASSY_WE_ACCEPT_BTN1;Good
BANEMBASSY_WE_ACCEPT_BTN2;Good
BANEMBASSY_WE_ACCEPT_BTN3;View
BANEMBASSY_OTHER_ACCEPT_HEADER;Foreign Minister's Report
BANEMBASSY_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
BANEMBASSY_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned that ?Y$ACTOR$?W
BANEMBASSY_OTHER_ACCEPT_3;has managed to expel the ambassador of ?Y$TARGET$?W in the following country
BANEMBASSY_OTHER_ACCEPT_4;?Y$RECIPIENT$?W.
BANEMBASSY_OTHER_ACCEPT_5;It seems ?Y$RECIPIENT$?W has completed what
BANEMBASSY_OTHER_ACCEPT_6;?Y$ACTOR$?W wanted this country to do.
BANEMBASSY_OTHER_ACCEPT_BTN1;Good
BANEMBASSY_OTHER_ACCEPT_BTN2;Good
BANEMBASSY_OTHER_ACCEPT_BTN3;View
ADDTOSPHERE_THEY_ACCEPT_HEADER;Foreign Minister's Report
ADDTOSPHERE_THEY_ACCEPT_1;?Y$RECIPIENT$?W
ADDTOSPHERE_THEY_ACCEPT_2;$MONARCHTITLE$, we have brought
ADDTOSPHERE_THEY_ACCEPT_3;?Y$RECIPIENT$?W into our sphere of influence.
ADDTOSPHERE_THEY_ACCEPT_4;*
ADDTOSPHERE_THEY_ACCEPT_5;*
ADDTOSPHERE_THEY_ACCEPT_6;*
ADDTOSPHERE_THEY_ACCEPT_BTN1;Good
ADDTOSPHERE_THEY_ACCEPT_BTN2;Good
ADDTOSPHERE_THEY_ACCEPT_BTN3;View
ADDTOSPHERE_WE_ACCEPT_HEADER;Foreign Minister's Report
ADDTOSPHERE_WE_ACCEPT_1;?Y$RECIPIENT$?W
ADDTOSPHERE_WE_ACCEPT_2;$MONARCHTITLE$, we have been
ADDTOSPHERE_WE_ACCEPT_3;brought into the sphere of influence of ?Y$ACTOR$?W.
ADDTOSPHERE_WE_ACCEPT_4;*
ADDTOSPHERE_WE_ACCEPT_5;*
ADDTOSPHERE_WE_ACCEPT_6;*
ADDTOSPHERE_WE_ACCEPT_BTN1;Good
ADDTOSPHERE_WE_ACCEPT_BTN2;Good
ADDTOSPHERE_WE_ACCEPT_BTN3;View
ADDTOSPHERE_OTHER_ACCEPT_HEADER;Foreign Minister's Report
ADDTOSPHERE_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
ADDTOSPHERE_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned
ADDTOSPHERE_OTHER_ACCEPT_3;?Y$RECIPIENT$?W has been
ADDTOSPHERE_OTHER_ACCEPT_4;brought into the sphere of influence of ?Y$ACTOR$?W.
ADDTOSPHERE_OTHER_ACCEPT_5;*
ADDTOSPHERE_OTHER_ACCEPT_6;*
ADDTOSPHERE_OTHER_ACCEPT_BTN1;Good
ADDTOSPHERE_OTHER_ACCEPT_BTN2;Good
ADDTOSPHERE_OTHER_ACCEPT_BTN3;View
REMOVEFROMSPHERE_THEY_ACCEPT_HEADER;Foreign Minister's Report
REMOVEFROMSPHERE_THEY_ACCEPT_1;?Y$RECIPIENT$?W
REMOVEFROMSPHERE_THEY_ACCEPT_2;$MONARCHTITLE$, we have successfully made
REMOVEFROMSPHERE_THEY_ACCEPT_3;?Y$RECIPIENT$?W break free from ?Y$TARGET$?W's sphere of influence.
REMOVEFROMSPHERE_THEY_ACCEPT_4;*
REMOVEFROMSPHERE_THEY_ACCEPT_5;*
REMOVEFROMSPHERE_THEY_ACCEPT_6;*
REMOVEFROMSPHERE_THEY_ACCEPT_BTN1;Good
REMOVEFROMSPHERE_THEY_ACCEPT_BTN2;Good
REMOVEFROMSPHERE_THEY_ACCEPT_BTN3;View
REMOVEFROMSPHERE_WE_ACCEPT_HEADER;Foreign Minister's Report
REMOVEFROMSPHERE_WE_ACCEPT_1;?Y$ACTOR$?W
REMOVEFROMSPHERE_WE_ACCEPT_2;$MONARCHTITLE$, ?Y$ACTOR$?W successfully made
REMOVEFROMSPHERE_WE_ACCEPT_3;us break free from ?Y$TARGET$?W's sphere of influence.
REMOVEFROMSPHERE_WE_ACCEPT_4;*
REMOVEFROMSPHERE_WE_ACCEPT_5;*
REMOVEFROMSPHERE_WE_ACCEPT_6;*
REMOVEFROMSPHERE_WE_ACCEPT_BTN1;Good
REMOVEFROMSPHERE_WE_ACCEPT_BTN2;Good
REMOVEFROMSPHERE_WE_ACCEPT_BTN3;View
REMOVEFROMSPHERE_OTHER_ACCEPT_HEADER;Foreign Minister's Report
REMOVEFROMSPHERE_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
REMOVEFROMSPHERE_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned
REMOVEFROMSPHERE_OTHER_ACCEPT_3;?Y$ACTOR$?W made
REMOVEFROMSPHERE_OTHER_ACCEPT_4;?Y$RECIPIENT$?W break free from
REMOVEFROMSPHERE_OTHER_ACCEPT_5;?Y$TARGET$?W's sphere of influence.
REMOVEFROMSPHERE_OTHER_ACCEPT_6;*
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN1;Good
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN2;Good
REMOVEFROMSPHERE_OTHER_ACCEPT_BTN3;View
CEASECOLONIZATION_THEY_ACCEPT_HEADER;Foreign Minister's Report
CEASECOLONIZATION_THEY_ACCEPT_1;?Y$RECIPIENT$?W
CEASECOLONIZATION_THEY_ACCEPT_2;$MONARCHTITLE$, we agree to stop colonizing
CEASECOLONIZATION_THEY_ACCEPT_3;$ASTATE$. In return,
CEASECOLONIZATION_THEY_ACCEPT_4;?Y$RECIPIENT$?W agrees to stop colonizing
CEASECOLONIZATION_THEY_ACCEPT_5;$RSTATE$.
CEASECOLONIZATION_THEY_ACCEPT_6;*
CEASECOLONIZATION_THEY_ACCEPT_BTN1;Good
CEASECOLONIZATION_THEY_ACCEPT_BTN2;Good
CEASECOLONIZATION_THEY_ACCEPT_BTN3;View
CEASECOLONIZATION_WE_ACCEPT_HEADER;Foreign Minister's Report
CEASECOLONIZATION_WE_ACCEPT_1;?Y$ACTOR$?W
CEASECOLONIZATION_WE_ACCEPT_2;$MONARCHTITLE$, we agree to stop colonizing
CEASECOLONIZATION_WE_ACCEPT_3;$RSTATE$. In return,
CEASECOLONIZATION_WE_ACCEPT_4;?Y$ACTOR$?W agrees to stop colonizing
CEASECOLONIZATION_WE_ACCEPT_5;$RSTATE$
CEASECOLONIZATION_WE_ACCEPT_6;*
CEASECOLONIZATION_WE_ACCEPT_BTN1;Good
CEASECOLONIZATION_WE_ACCEPT_BTN2;Good
CEASECOLONIZATION_WE_ACCEPT_BTN3;View
CEASECOLONIZATION_OTHER_ACCEPT_HEADER;Foreign Minister's Report
CEASECOLONIZATION_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
CEASECOLONIZATION_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned
CEASECOLONIZATION_OTHER_ACCEPT_3;that ?Y$ACTOR$?W and ?Y$RECIPIENT$?W have signed an agreement.
CEASECOLONIZATION_OTHER_ACCEPT_4;?Y$ACTOR$?W stops colonizing $ASTATE$.
CEASECOLONIZATION_OTHER_ACCEPT_5;In return, ?Y$RECIPIENT$?W agrees to stop colonizing $RSTATE$.
CEASECOLONIZATION_OTHER_ACCEPT_6;*
CEASECOLONIZATION_OTHER_ACCEPT_BTN1;Good
CEASECOLONIZATION_OTHER_ACCEPT_BTN2;Good
CEASECOLONIZATION_OTHER_ACCEPT_BTN3;View
CEASECOLONIZATION_THEY_DECLINE_HEADER;Foreign Minister's Report
CEASECOLONIZATION_THEY_DECLINE_1;?Y$RECIPIENT$?W
CEASECOLONIZATION_THEY_DECLINE_2;$MONARCHTITLE$, ?Y$RECIPIENT$?W has refused our
CEASECOLONIZATION_THEY_DECLINE_3;request to stop colonizing $RSTATE$.
CEASECOLONIZATION_THEY_DECLINE_4;We generously proposed to also stop colonizing in exchange
CEASECOLONIZATION_THEY_DECLINE_5;$ASTATE$, but now we must find another way
CEASECOLONIZATION_THEY_DECLINE_6;to stop their colonial activities here.
CEASECOLONIZATION_THEY_DECLINE_BTN1;Good
CEASECOLONIZATION_THEY_DECLINE_BTN2;Good
CEASECOLONIZATION_THEY_DECLINE_BTN3;View
CEASECOLONIZATION_WE_DECLINE_HEADER;Foreign Minister's Report
CEASECOLONIZATION_WE_DECLINE_1;?Y$RECIPIENT$?W
CEASECOLONIZATION_WE_DECLINE_2;$MONARCHTITLE$, we have refused
CEASECOLONIZATION_WE_DECLINE_3;?Y$ACTOR$?W's request to stop colonizing $RSTATE$.
CEASECOLONIZATION_WE_DECLINE_4;They must offer us
CEASECOLONIZATION_WE_DECLINE_5;a better place than $ASTATE$,
CEASECOLONIZATION_WE_DECLINE_6;otherwise we will not stop colonizing here.
CEASECOLONIZATION_WE_DECLINE_BTN1;Good
CEASECOLONIZATION_WE_DECLINE_BTN2;Good
CEASECOLONIZATION_WE_DECLINE_BTN3;View
CEASECOLONIZATION_OTHER_DECLINE_HEADER;Foreign Minister's Report
CEASECOLONIZATION_OTHER_DECLINE_1;?Y$RECIPIENT$?W
CEASECOLONIZATION_OTHER_DECLINE_2;$MONARCHTITLE$, we have learned
CEASECOLONIZATION_OTHER_DECLINE_3;that ?Y$RECIPIENT$?W refuses to stop colonizing $RSTATE$.
CEASECOLONIZATION_OTHER_DECLINE_4;Although in return, ?Y$ACTOR$?W offered to stop colonizing
CEASECOLONIZATION_OTHER_DECLINE_5;$ASTATE$.
CEASECOLONIZATION_OTHER_DECLINE_6;*
CEASECOLONIZATION_OTHER_DECLINE_BTN1;Good
CEASECOLONIZATION_OTHER_DECLINE_BTN2;Good
CEASECOLONIZATION_OTHER_DECLINE_BTN3;View
INCREASEOPINION_THEY_ACCEPT_HEADER;Foreign Minister's Report
INCREASEOPINION_THEY_ACCEPT_1;?Y$RECIPIENT$?W
INCREASEOPINION_THEY_ACCEPT_2;$MONARCHTITLE$, we have improved
INCREASEOPINION_THEY_ACCEPT_3;?Y$RECIPIENT$?W's
INCREASEOPINION_THEY_ACCEPT_4;opinion of us.
INCREASEOPINION_THEY_ACCEPT_5;Now their opinion of us has reached ?Y$OPINION$?W
INCREASEOPINION_THEY_ACCEPT_6;*
INCREASEOPINION_THEY_ACCEPT_BTN1;Good
INCREASEOPINION_THEY_ACCEPT_BTN2;Good
INCREASEOPINION_THEY_ACCEPT_BTN3;View
INCREASEOPINION_WE_ACCEPT_HEADER;Foreign Minister's Report
INCREASEOPINION_WE_ACCEPT_1;?Y$ACTOR$?W
INCREASEOPINION_WE_ACCEPT_2;$MONARCHTITLE$, our opinion of
INCREASEOPINION_WE_ACCEPT_3;?Y$ACTOR$?W has improved.
INCREASEOPINION_WE_ACCEPT_4;Now we feel ?Y$OPINION$?W is suitable for them.
INCREASEOPINION_WE_ACCEPT_5;*
INCREASEOPINION_WE_ACCEPT_6;*
INCREASEOPINION_WE_ACCEPT_BTN1;Good
INCREASEOPINION_WE_ACCEPT_BTN2;Good
INCREASEOPINION_WE_ACCEPT_BTN3;View
INCREASEOPINION_OTHER_ACCEPT_HEADER;Foreign Minister's Report
INCREASEOPINION_OTHER_ACCEPT_1;?Y$ACTOR$?W
INCREASEOPINION_OTHER_ACCEPT_2;$MONARCHTITLE$
INCREASEOPINION_OTHER_ACCEPT_3;?Y$ACTOR$?W has successfully improved
INCREASEOPINION_OTHER_ACCEPT_4;?Y$RECIPIENT$?W's opinion of them.
INCREASEOPINION_OTHER_ACCEPT_5;Their current opinion is ?Y$OPINION$?W.
INCREASEOPINION_OTHER_ACCEPT_6;*
INCREASEOPINION_OTHER_ACCEPT_BTN1;Good
INCREASEOPINION_OTHER_ACCEPT_BTN2;Good
INCREASEOPINION_OTHER_ACCEPT_BTN3;View
DECREASEOPINION_THEY_ACCEPT_HEADER;Foreign Minister's Report
DECREASEOPINION_THEY_ACCEPT_1;?Y$RECIPIENT$?W
DECREASEOPINION_THEY_ACCEPT_2;$MONARCHTITLE$, we have successfully
DECREASEOPINION_THEY_ACCEPT_3;reduced ?Y$RECIPIENT$?W's
DECREASEOPINION_THEY_ACCEPT_4;opinion of ?Y$TARGET$?W
DECREASEOPINION_THEY_ACCEPT_5;Now their opinion has become ?Y$OPINION$?W.
DECREASEOPINION_THEY_ACCEPT_6;*
DECREASEOPINION_THEY_ACCEPT_BTN1;Good
DECREASEOPINION_THEY_ACCEPT_BTN2;Good
DECREASEOPINION_THEY_ACCEPT_BTN3;View
DECREASEOPINION_WE_ACCEPT_HEADER;Foreign Minister's Report
DECREASEOPINION_WE_ACCEPT_1;?Y$TARGET$?W
DECREASEOPINION_WE_ACCEPT_2;$MONARCHTITLE$, we have been confirmed by
DECREASEOPINION_WE_ACCEPT_3;?Y$ACTOR$?W that
DECREASEOPINION_WE_ACCEPT_4;?Y$TARGET$?W is not to be trusted.
DECREASEOPINION_WE_ACCEPT_5;Our opinion of them has dropped to ?Y$OPINION$?W.
DECREASEOPINION_WE_ACCEPT_6;*
DECREASEOPINION_WE_ACCEPT_BTN1;Good
DECREASEOPINION_WE_ACCEPT_BTN2;Good
DECREASEOPINION_WE_ACCEPT_BTN3;View
DECREASEOPINION_OTHER_ACCEPT_HEADER;Foreign Minister's Report
DECREASEOPINION_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
DECREASEOPINION_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned
DECREASEOPINION_OTHER_ACCEPT_3;that ?Y$ACTOR$?W has spread rumors in
DECREASEOPINION_OTHER_ACCEPT_4;?Y$RECIPIENT$?W.
DECREASEOPINION_OTHER_ACCEPT_5;Their opinion of ?Y$TARGET$?W
DECREASEOPINION_OTHER_ACCEPT_6;has dropped to ?Y$OPINION$?W.
DECREASEOPINION_OTHER_ACCEPT_BTN1;Good
DECREASEOPINION_OTHER_ACCEPT_BTN2;Good
DECREASEOPINION_OTHER_ACCEPT_BTN3;View
INCREASERELATION_THEY_ACCEPT_HEADER;Foreign Minister's Report
INCREASERELATION_THEY_ACCEPT_1;?Y$RECIPIENT$?W
INCREASERELATION_THEY_ACCEPT_2;$MONARCHTITLE$, we have successfully improved relations with
INCREASERELATION_THEY_ACCEPT_3;?Y$RECIPIENT$?W.
REMOVE_INCREASERELATION_THEY_ACCEPT_4;*
INCREASERELATION_THEY_ACCEPT_5;*
INCREASERELATION_THEY_ACCEPT_6;*
INCREASERELATION_THEY_ACCEPT_BTN1;Good
INCREASERELATION_THEY_ACCEPT_BTN2;Good
INCREASERELATION_THEY_ACCEPT_BTN3;View
INCREASERELATION_WE_ACCEPT_HEADER;Foreign Minister's Report
INCREASERELATION_WE_ACCEPT_1;?Y$ACTOR$?W
INCREASERELATION_WE_ACCEPT_2;$MONARCHTITLE$, we had a pleasant conversation with the envoy from
INCREASERELATION_WE_ACCEPT_3;?Y$ACTOR$?W.
REMOVE_INCREASERELATION_WE_ACCEPT_4;Relations between our two countries have improved to some extent.
INCREASERELATION_WE_ACCEPT_5;*
INCREASERELATION_WE_ACCEPT_6;*
INCREASERELATION_WE_ACCEPT_BTN1;Good
INCREASERELATION_WE_ACCEPT_BTN2;Good
INCREASERELATION_WE_ACCEPT_BTN3;View
INCREASERELATION_OTHER_ACCEPT_HEADER;Foreign Minister's Report
INCREASERELATION_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
INCREASERELATION_OTHER_ACCEPT_2;$MONARCHTITLE$, we have heard that
INCREASERELATION_OTHER_ACCEPT_3;?Y$ACTOR$?W has made a good impression on ?Y$RECIPIENT$?W.
INCREASERELATION_OTHER_ACCEPT_4;Relations between their two countries have improved to some extent.
INCREASERELATION_OTHER_ACCEPT_5;*
INCREASERELATION_OTHER_ACCEPT_6;*
INCREASERELATION_OTHER_ACCEPT_BTN1;Good
INCREASERELATION_OTHER_ACCEPT_BTN2;Good
INCREASERELATION_OTHER_ACCEPT_BTN3;View
DECREASERELATION_THEY_ACCEPT_HEADER;Foreign Minister's Report
DECREASERELATION_THEY_ACCEPT_1;?Y$RECIPIENT$?W
DECREASERELATION_THEY_ACCEPT_2;$MONARCHTITLE$, we both know we despise
DECREASERELATION_THEY_ACCEPT_3;?Y$RECIPIENT$?W. We told them this directly.
DECREASERELATION_THEY_ACCEPT_4;They seem shocked by this news,
DECREASERELATION_THEY_ACCEPT_5;and relations between the two countries have suddenly become tense.
REMOVE_DECREASERELATION_THEY_ACCEPT_6;
DECREASERELATION_THEY_ACCEPT_BTN1;Good
DECREASERELATION_THEY_ACCEPT_BTN2;Good
DECREASERELATION_THEY_ACCEPT_BTN3;View
DECREASERELATION_WE_ACCEPT_HEADER;Foreign Minister's Report
DECREASERELATION_WE_ACCEPT_1;?Y$ACTOR$?W
DECREASERELATION_WE_ACCEPT_2;$MONARCHTITLE$, we have been told that
DECREASERELATION_WE_ACCEPT_3;?Y$ACTOR$?W doesn't like our way of doing things,
DECREASERELATION_WE_ACCEPT_4;Good, we don't like their way of doing things either.
REMOVE_DECREASERELATION_WE_ACCEPT_5;*
DECREASERELATION_WE_ACCEPT_6;*
DECREASERELATION_WE_ACCEPT_BTN1;Good
DECREASERELATION_WE_ACCEPT_BTN2;Good
DECREASERELATION_WE_ACCEPT_BTN3;View
DECREASERELATION_OTHER_ACCEPT_HEADER;Foreign Minister's Report
DECREASERELATION_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
DECREASERELATION_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned that
DECREASERELATION_OTHER_ACCEPT_3;?Y$ACTOR$?W has insulted ?Y$RECIPIENT$?W,
DECREASERELATION_OTHER_ACCEPT_4;and relations between the two countries will hit rock bottom.
DECREASERELATION_OTHER_ACCEPT_5;*
DECREASERELATION_OTHER_ACCEPT_6;*
DECREASERELATION_OTHER_ACCEPT_BTN1;Good
DECREASERELATION_OTHER_ACCEPT_BTN2;Good
DECREASERELATION_OTHER_ACCEPT_BTN3;View
WARSUBSIDIES_THEY_ACCEPT_HEADER;Foreign Minister's Report
WARSUBSIDIES_THEY_ACCEPT_1;?Y$RECIPIENT$?W
WARSUBSIDIES_THEY_ACCEPT_2;$MONARCHTITLE$, we have decided to subsidize
WARSUBSIDIES_THEY_ACCEPT_3;?Y$RECIPIENT$?W's war effort.
WARSUBSIDIES_THEY_ACCEPT_4;They will receive ?Y$VALUE$?W per day from us,
WARSUBSIDIES_THEY_ACCEPT_5;until the war ends.
WARSUBSIDIES_THEY_ACCEPT_6;*
WARSUBSIDIES_THEY_ACCEPT_BTN1;Good
WARSUBSIDIES_THEY_ACCEPT_BTN2;Good
WARSUBSIDIES_THEY_ACCEPT_BTN3;View
WARSUBSIDIES_WE_ACCEPT_HEADER;Foreign Minister's Report
WARSUBSIDIES_WE_ACCEPT_1;?Y$RECIPIENT$?W
WARSUBSIDIES_WE_ACCEPT_2;$MONARCHTITLE$, we have learned that
WARSUBSIDIES_WE_ACCEPT_3;?Y$ACTOR$?W is subsidizing our war effort.
WARSUBSIDIES_WE_ACCEPT_4;They will pay us ?Y$VALUE$?W per day,
WARSUBSIDIES_WE_ACCEPT_5;until the war ends.
WARSUBSIDIES_WE_ACCEPT_6;*
WARSUBSIDIES_WE_ACCEPT_BTN1;Good
WARSUBSIDIES_WE_ACCEPT_BTN2;Good
WARSUBSIDIES_WE_ACCEPT_BTN3;View
WARSUBSIDIES_OTHER_ACCEPT_HEADER;Foreign Minister's Report
WARSUBSIDIES_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
WARSUBSIDIES_OTHER_ACCEPT_2;$MONARCHTITLE$, we have learned that
WARSUBSIDIES_OTHER_ACCEPT_3;?Y$ACTOR$?W will subsidize in the war.
WARSUBSIDIES_OTHER_ACCEPT_4;?Y$RECIPIENT$?W.
WARSUBSIDIES_OTHER_ACCEPT_5;They appear to pay ?Y$VALUE$?W per day.
WARSUBSIDIES_OTHER_ACCEPT_6;*
WARSUBSIDIES_OTHER_ACCEPT_BTN1;Good
WARSUBSIDIES_OTHER_ACCEPT_BTN2;Good
WARSUBSIDIES_OTHER_ACCEPT_BTN3;View
CANCEL_WARSUBSIDIES_THEY_ACCEPT_HEADER;Foreign Minister's Report
CANCEL_WARSUBSIDIES_THEY_ACCEPT_1;?Y$RECIPIENT$?W
CANCEL_WARSUBSIDIES_THEY_ACCEPT_2;$MONARCHTITLE$, we have decided to stop providing
CANCEL_WARSUBSIDIES_THEY_ACCEPT_3;war subsidies to ?Y$RECIPIENT$?W.
CANCEL_WARSUBSIDIES_THEY_ACCEPT_4;The money is better spent elsewhere.
CANCEL_WARSUBSIDIES_THEY_ACCEPT_5;*
CANCEL_WARSUBSIDIES_THEY_ACCEPT_6;*
CANCEL_WARSUBSIDIES_THEY_ACCEPT_BTN1;Good
CANCEL_WARSUBSIDIES_THEY_ACCEPT_BTN2;Good
CANCEL_WARSUBSIDIES_THEY_ACCEPT_BTN3;View
CANCEL_WARSUBSIDIES_WE_ACCEPT_HEADER;Foreign Minister's Report
CANCEL_WARSUBSIDIES_WE_ACCEPT_1;?Y$RECIPIENT$?W
CANCEL_WARSUBSIDIES_WE_ACCEPT_2;$MONARCHTITLE$, we have received
CANCEL_WARSUBSIDIES_WE_ACCEPT_3;war subsidies from ?Y$ACTOR$?W.
CANCEL_WARSUBSIDIES_WE_ACCEPT_4;We'll have to fend for ourselves.
CANCEL_WARSUBSIDIES_WE_ACCEPT_5;*
CANCEL_WARSUBSIDIES_WE_ACCEPT_6;*
CANCEL_WARSUBSIDIES_WE_ACCEPT_BTN1;Good
CANCEL_WARSUBSIDIES_WE_ACCEPT_BTN2;Good
CANCEL_WARSUBSIDIES_WE_ACCEPT_BTN3;View
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_HEADER;Foreign Minister's Report
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_1;?Y$RECIPIENT$?W
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_2;$MONARCHTITLE$, we have heard that
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_3;?Y$ACTOR$?W has stopped providing war subsidies to ?Y$RECIPIENT$?W.
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_4;*
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_5;*
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_6;*
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_BTN1;Good
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_BTN2;Good
CANCEL_WARSUBSIDIES_OTHER_ACCEPT_BTN3;View
WETARGET_DISCREDIT_HEADER;Foreign Minister's Report
WETARGET_DISCREDIT_1;?Y$RECIPIENT$?W
WETARGET_DISCREDIT_2;$MONARCHTITLE$, our reputation has been discredited!
WETARGET_DISCREDIT_3;?Y$RECIPIENT$?W accuses our country of things we've never heard of!
WETARGET_DISCREDIT_4;We suspect ?Y$ACTOR$?W is behind this!
WETARGET_DISCREDIT_5;*
WETARGET_DISCREDIT_6;*
WETARGET_DISCREDIT_BTN1;Good
WETARGET_DISCREDIT_BTN2;Good
WETARGET_DISCREDIT_BTN3;View
WETARGET_EXPELADVISORS_HEADER;Foreign Minister's Report
WETARGET_EXPELADVISORS_1;?Y$RECIPIENT$?W
WETARGET_EXPELADVISORS_2;$MONARCHTITLE$, our advisors have been expelled!
WETARGET_EXPELADVISORS_3;?Y$RECIPIENT$?W expelled them without giving any reason.
WETARGET_EXPELADVISORS_4;We suspect ?Y$ACTOR$?W is behind this!
WETARGET_EXPELADVISORS_5;*
WETARGET_EXPELADVISORS_6;*
WETARGET_EXPELADVISORS_BTN1;Good
WETARGET_EXPELADVISORS_BTN2;Good
WETARGET_EXPELADVISORS_BTN3;View
WETARGET_BANEMBASSY_HEADER;Foreign Minister's Report
WETARGET_BANEMBASSY_1;?Y$RECIPIENT$?W
WETARGET_BANEMBASSY_2;$MONARCHTITLE$, our embassy has been sealed off!
WETARGET_BANEMBASSY_3;?Y$RECIPIENT$?W has given no explanation for its actions.
WETARGET_BANEMBASSY_4;We suspect ?Y$ACTOR$?W is behind this!
WETARGET_BANEMBASSY_5;*
WETARGET_BANEMBASSY_6;*
WETARGET_BANEMBASSY_BTN1;Good
WETARGET_BANEMBASSY_BTN2;Good
